rank,id,asset_id,attributes/0/traitType,attributes/0/value,attributes/0/percentage,attributes/1/traitType,attributes/1/value,attributes/1/percentage,attributes/2/traitType,attributes/2/value,attributes/2/percentage,attributes/3/traitType,attributes/3/value,attributes/3/percentage,attributes/4/traitType,attributes/4/value,attributes/4/percentage,attributes/5/traitType,attributes/5/value,attributes/5/percentage,attributes/6/traitType,attributes/6/value,attributes/6/percentage,attributes/7/traitType,attributes/7/value,attributes/7/percentage,attributes/8/traitType,attributes/8/value,attributes/8/percentage,score,attributes/9/traitType,attributes/9/value,attributes/9/percentage
2451,5934,790166e159d9c4378201e0a4076d6401,Attack,11,26.75,Barrel,Phaser,2.95,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Wooden/Traditional,1.39,Defense,9,30.42,Energy Type,HyperLight,20.07,Grip,Sheared,6.10,Weapon Type,Sidearm,16.94,161.94755144325208,,,
3914,5935,f946bbb749b881be77566391f208fd0e,Attack,11,26.75,Barrel,Brute - Rifle,2.10,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Rubber,4.31,Defense,9,30.42,Energy Type,AntiMatter,13.39,Grip,Arch,7.06,Stock,Compact,4.30,139.5043559750272,Weapon Type,Rifle,10.21
7975,5936,37913c3b6882d8d2492403d54b53231c,Attack,11,26.75,Blade,Falcon Wing,2.46,Category,Bladed,50.00,Color Scheme,Ivory,6.16,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Handle,Ladder Grip,8.14,Pomel,Orical,7.42,Weapon Type,Sword,16.20,104.19798236690923,,,
56,5937,f180abc00574cbef5bcce635f09855ed,Attack,14,2.42,Barrel,Tesla,0.37,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Chrome,0.84,Defense,10,22.66,Energy Type,Helios,19.63,Grip,Arch,7.06,Weapon Type,Blaster,7.04,475.4914853194689,,,
6261,5938,3b4639aafde97ef7619a40401696a8aa,Attack,10,28.78,Blade,Falcon Wing,2.46,Category,Bladed,50.00,Color Scheme,Scratched White Paint,5.66,Defense,9,30.42,Energy Type,Helios,19.63,Handle,Bolstered,3.60,Pomel,Link,9.40,Weapon Type,Sword,16.20,116.76335583109032,,,
3199,5939,a8c0b8b5c19655b11494fe6e401a216c,Attack,13,7.36,Blade,Cyber Edge,1.85,Category,Bladed,50.00,Color Scheme,Striped,5.23,Defense,9,30.42,Energy Type,Valorite,10.09,Handle,Ladder Grip,8.14,Pomel,Beacon,3.71,Weapon Type,Axe,13.57,148.56797016158984,,,
9843,5940,b9b61ae8f33f25b1c298d210d2c705f2,Attack,10,28.78,Barrel,Ironside - Sidearm,4.39,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Carbon Fiber,5.28,Defense,9,30.42,Energy Type,Helios - Charged,10.13,Grip,Carved,6.94,Weapon Type,Sidearm,16.94,87.26512136384085,,,
7505,5941,78229ec50bba94f28b31e1e834b71d59,Attack,10,28.78,Blade,Hatchet,3.25,Category,Bladed,50.00,Color Scheme,Silver Panels,3.76,Defense,8,22.62,Energy Type,Helios - Charged,10.13,Handle,Ladder Grip,8.14,Pomel,Link,9.40,Weapon Type,Axe,13.57,107.42465233007255,,,
7143,5942,d558e354d9283aaee65fff601e4b41dd,Attack,10,28.78,Barrel,Ironside - SMG,3.94,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Tech Lines,3.96,Defense,9,30.42,Energy Type,AntiMatter,13.39,Grip,Hollow Glow,8.05,Stock,Circut,5.08,110.27107663686708,Weapon Type,SMG,15.81
5091,5943,a037a09fd0e08c5b615a8daa4bf37ec5,Attack,11,26.75,Barrel,Ironside - Rifle,2.31,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Carbon Fiber,5.28,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Grip,Hollow Glow,8.05,Stock,Circut,5.08,127.24424060809791,Weapon Type,Rifle,10.21
3228,5944,b5ab46e2b39d97aa3adfc811f152bf21,Attack,12,16.48,Barrel,Brute - Rifle,2.10,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Army Green,5.81,Defense,9,30.42,Energy Type,Helios - Charged,10.13,Grip,Carved,6.94,Stock,Marksman,3.64,148.08572757741123,Weapon Type,Rifle,10.21
7865,5945,090fb32a53681db0545d97ac5c4633f5,Attack,10,28.78,Blade,Hollow Point,3.42,Category,Bladed,50.00,Color Scheme,Silver Panels,3.76,Defense,10,22.66,Energy Type,Valorite,10.09,Handle,Ladder Grip,8.14,Pomel,Icosa,8.33,Weapon Type,Knife,20.23,104.86697930440656,,,
7324,5946,8b36aa6e2506061dc7f76257c40d4508,Attack,10,28.78,Barrel,Warhawk - SMG,4.30,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,8,22.62,Energy Type,Helios,19.63,Grip,Arch,7.06,Stock,Compact,4.30,108.84440674212419,Weapon Type,SMG,15.81
7782,5947,f537b31a459b1d5d309bcfc7647bcf70,Attack,12,16.48,Blade,The Butcher,2.76,Category,Bladed,50.00,Color Scheme,Tech Panels,5.19,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Handle,Caged,7.89,Pomel,Orical,7.42,Weapon Type,Knife,20.23,105.4362885116326,,,
660,5948,5143b0cacd33518bfd92da5244234c55,Attack,13,7.36,Barrel,Ironside - Sidearm,4.39,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Gold,0.64,Defense,9,30.42,Energy Type,Valorite - Concentrated,5.15,Grip,Widow,7.87,Weapon Type,Sidearm,16.94,246.28242140972642,,,
19,5949,82d720fcfd04116e9803ed6d6e31279d,Attack,15,0.53,Barrel,Hyper Rail,0.44,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Tech Lines,3.96,Defense,13,0.72,Energy Type,Valorite - Concentrated,5.15,Grip,Hollow Glow,8.05,Weapon Type,Blaster,7.04,634.7384281943148,,,
4830,5950,d11972fdd2723af077d5bec7e01e5466,Attack,11,26.75,Blade,Maco,2.79,Category,Bladed,50.00,Color Scheme,Striped,5.23,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Handle,Bolstered,3.60,Pomel,Beacon,3.71,Weapon Type,Knife,20.23,130.01673109436217,,,
7611,5951,83eea5f2388347f5117ba453620ee2f7,Attack,11,26.75,Blade,The Butcher,2.76,Category,Bladed,50.00,Color Scheme,Silver Panels,3.76,Defense,8,22.62,Energy Type,Helios,19.63,Handle,Encased,7.95,Pomel,Goldberg,9.00,Weapon Type,Knife,20.23,106.7139376858964,,,
3333,5952,6fbf1eda1b7b585f55325b64efd80250,Attack,12,16.48,Barrel,Mustang,1.30,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Dark Camo,5.21,Defense,10,22.66,Energy Type,AntiMatter,13.39,Grip,Carved,6.94,Weapon Type,Sidearm,16.94,146.73059511160355,,,
9517,5953,fe844da758954126cc268245e99cd443,Attack,9,14.61,Barrel,Ironside - Sidearm,4.39,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Hex Tile,3.90,Defense,8,22.62,Energy Type,HyperLight,20.07,Grip,Arch,7.06,Weapon Type,Sidearm,16.94,93.33627715162746,,,
1388,5954,4f170ba7bc1713799f3018501b9fcf3f,Attack,8,2.94,Blade,Ripper,3.22,Category,Bladed,50.00,Color Scheme,Frosted Crystal,1.17,Defense,9,30.42,Energy Type,HyperLight,20.07,Handle,Charged,5.52,Pomel,Icosa,8.33,Weapon Type,Knife,20.23,195.8733612312066,,,
2185,5955,8467bccb35335bfe8ec8811439b0a113,Attack,13,7.36,Blade,Hephaestus,1.28,Category,Bladed,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,10,22.66,Energy Type,AntiMatter - Dark,5.73,Handle,Charged,5.52,Pomel,Goldberg,9.00,Weapon Type,Axe,13.57,168.6749262306983,,,
7522,5956,2fe2cd2f72d372fc624f0efc466f66d0,Attack,9,14.61,Blade,Hollow Point,3.42,Category,Bladed,50.00,Color Scheme,Army Green,5.81,Defense,7,7.57,Energy Type,Helios,19.63,Handle,Charged,5.52,Pomel,Link,9.40,Weapon Type,Knife,20.23,107.29777377675892,,,
1519,5957,4415a052668246cd5495de3fd104265a,Attack,13,7.36,Barrel,Trinity,1.19,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Army Green,5.81,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Grip,Sheared,6.10,Stock,Shock Absorber,3.64,190.48508132189895,Weapon Type,Rifle,10.21
5643,5958,dbfe578d9aec3f92f45d1f1414ef736e,Attack,9,14.61,Blade,Breaker,3.11,Category,Bladed,50.00,Color Scheme,Sandstorm,5.70,Defense,9,30.42,Energy Type,HyperLight,20.07,Handle,Tusk,4.52,Pomel,Beacon,3.71,Weapon Type,Sword,16.20,122.06361067801399,,,
143,5959,ee5cb0e282e67604dabdd6e47120b8c1,Attack,14,2.42,Barrel,Hyper Rail,0.44,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Light Camo,5.36,Defense,12,4.18,Energy Type,AntiMatter - Dark,5.73,Grip,Widow,7.87,Weapon Type,Blaster,7.04,362.51335983471427,,,
7010,5960,bbc67306044838f444a4b5bd14001cbc,Attack,12,16.48,Barrel,Ironside - Sidearm,4.39,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Damascus,2.92,Defense,9,30.42,Energy Type,Valorite - Concentrated,5.15,Grip,Hollow Glow,8.05,Weapon Type,Sidearm,16.94,111.09903884339674,,,
9677,5961,7fd91a1921bc5f0f9b90f187cdadb084,Attack,10,28.78,Barrel,Warhawk - Sidearm,4.45,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Light Camo,5.36,Defense,9,30.42,Energy Type,Valorite,10.09,Grip,Serrated,4.85,Weapon Type,Sidearm,16.94,91.29824424873122,,,
3537,5962,d8dba121fef6980c58d5f596fad001a2,Attack,11,26.75,Barrel,Ironside - Rifle,2.31,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Rusty,5.91,Defense,7,7.57,Energy Type,HyperLight - Focused,15.74,Grip,Sheared,6.10,Stock,Marksman,3.64,144.1475283713117,Weapon Type,Rifle,10.21
3173,5963,fb64dcfcc2bfd34394223bcc9541022a,Attack,11,26.75,Barrel,Ironside - Rifle,2.31,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Silver Panels,3.76,Defense,9,30.42,Energy Type,Helios - Charged,10.13,Grip,Sheared,6.10,Stock,Shock Absorber,3.64,149.04403447576098,Weapon Type,Rifle,10.21
1319,5964,3c5fa95662c86c8fa2382edf8f59e97c,Attack,13,7.36,Barrel,Gauntlet,0.94,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Army Green,5.81,Defense,10,22.66,Energy Type,HyperLight,20.07,Grip,Sheared,6.10,Weapon Type,Blaster,7.04,198.97723118121394,,,
3305,5965,5ca6caf46d717f877673ef2f8325f1d1,Attack,12,16.48,Blade,Hephaestus,1.28,Category,Bladed,50.00,Color Scheme,Tech Panels,5.19,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Handle,Ladder Grip,8.14,Pomel,Goldberg,9.00,Weapon Type,Axe,13.57,147.00021069706597,,,
5457,5966,737396af1f3853246300c17749718abc,Attack,11,26.75,Barrel,Front Line,2.13,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Tech Panels,5.19,Defense,9,30.42,Energy Type,Helios,19.63,Grip,Hollow Glow,8.05,Stock,Circut,5.08,123.74368647108257,Weapon Type,SMG,15.81
6666,5967,24f24034230486c764dc31bc355d4a7f,Attack,10,28.78,Barrel,Brute - SMG,3.74,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Hex Tile,3.90,Defense,9,30.42,Energy Type,Helios,19.63,Grip,Widow,7.87,Stock,Compact,4.30,113.4977125292206,Weapon Type,SMG,15.81
7358,5968,0459ae8ffe4361d4709ac97787344887,Attack,10,28.78,Blade,Maco,2.79,Category,Bladed,50.00,Color Scheme,Light Camo,5.36,Defense,10,22.66,Energy Type,Helios,19.63,Handle,Tusk,4.52,Pomel,Icosa,8.33,Weapon Type,Knife,20.23,108.55280111651683,,,
3832,5969,e36af3b9d064a224757bc7d9c540aa09,Attack,8,2.94,Barrel,Warhawk - SMG,4.30,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Midnight Blue,6.35,Defense,9,30.42,Energy Type,HyperLight,20.07,Grip,Recurved,4.07,Stock,Circut,5.08,140.46815760326658,Weapon Type,SMG,15.81
4181,5970,4d04fd847cd1cddd46aedb3f72155555,Attack,10,28.78,Barrel,Warhawk - SMG,4.30,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Grip,Columnar,2.01,Stock,Circut,5.08,136.7427241428423,Weapon Type,SMG,15.81
6671,5971,d3d0875018a04067301a6d9d81017797,Attack,13,7.36,Blade,The Butcher,2.76,Category,Bladed,50.00,Color Scheme,Ivory,6.16,Defense,10,22.66,Energy Type,Valorite,10.09,Handle,Caged,7.89,Pomel,Orical,7.42,Weapon Type,Knife,20.23,113.47098616426345,,,
6883,5972,aaccee459a19b36f886ec96c675ff27e,Attack,10,28.78,Barrel,Ironside - SMG,3.94,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Tech Lines,3.96,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Grip,Arch,7.06,Stock,Circut,5.08,112.03155810467511,Weapon Type,SMG,15.81
4734,5973,c21f21b702fb2ea6f68812651c735bf1,Attack,10,28.78,Barrel,Warhawk - Rifle,2.58,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Sandstorm,5.70,Defense,9,30.42,Energy Type,Helios - Charged,10.13,Grip,Sheared,6.10,Stock,Compact,4.30,130.98139996372944,Weapon Type,Rifle,10.21
7155,5974,6306182c4a81a4d906cbff75c8ac0b3a,Attack,12,16.48,Blade,The Butcher,2.76,Category,Bladed,50.00,Color Scheme,Rubber,4.31,Defense,10,22.66,Energy Type,Valorite,10.09,Handle,Ladder Grip,8.14,Pomel,Goldberg,9.00,Weapon Type,Knife,20.23,110.16484394023054,,,
782,5975,0866b741169cc1bd7127bbd461be69c1,Attack,14,2.42,Barrel,Trinity,1.19,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Army Green,5.81,Defense,12,4.18,Energy Type,Valorite - Concentrated,5.15,Grip,Widow,7.87,Stock,Fixed Hollow,5.03,236.8907275294253,Weapon Type,Rifle,10.21
1921,5976,1730fd9efa4b79f0985a5fa39f5d6ace,Attack,11,26.75,Barrel,Brute - Sidearm,3.22,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Frosted Crystal,1.17,Defense,10,22.66,Energy Type,AntiMatter - Dark,5.73,Grip,Serrated,4.85,Weapon Type,Sidearm,16.94,175.6262422950154,,,
1274,5977,373448e92e54cfef094a8cb5849705d2,Attack,11,26.75,Blade,Poseidon,0.72,Category,Bladed,50.00,Color Scheme,Army Green,5.81,Defense,10,22.66,Energy Type,HyperLight,20.07,Handle,Conical,7.86,Pomel,Icosa,8.33,Weapon Type,Knife,20.23,200.90513626973464,,,
9786,5978,61ce7d1e21504fcf31d833cd04c788aa,Attack,10,28.78,Barrel,Ironside - Sidearm,4.39,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Rusty,5.91,Defense,7,7.57,Energy Type,Helios,19.63,Grip,Carved,6.94,Weapon Type,Sidearm,16.94,88.76596935321045,,,
7751,5979,ecf15d9b04afcbcebd67187ea246e0a1,Attack,10,28.78,Blade,Twin Ultima,2.79,Category,Bladed,50.00,Color Scheme,Light Camo,5.36,Defense,9,30.42,Energy Type,AntiMatter,13.39,Handle,Charged,5.52,Pomel,Link,9.40,Weapon Type,Sword,16.20,105.65629577059015,,,
9220,5980,ee87b5f4dae6aa3c6b7c5a3ea6d57786,Attack,9,14.61,Barrel,Warhawk - Sidearm,4.45,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Rusty,5.91,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Grip,Recurved,4.07,Weapon Type,Sidearm,16.94,96.08498985316594,,,
4011,5981,b7be01d541d1d5b7a2ff94af0cb33467,Attack,12,16.48,Barrel,Front Line,2.13,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,9,30.42,Energy Type,Helios,19.63,Grip,Carved,6.94,Stock,Shock Absorber,3.64,138.4583495597228,Weapon Type,SMG,15.81
934,5982,55f3104ddbb635cf2013f0110f4af76e,Attack,14,2.42,Barrel,Gauntlet,0.94,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Rubber,4.31,Defense,10,22.66,Energy Type,Helios - Charged,10.13,Grip,Hollow Glow,8.05,Weapon Type,Blaster,7.04,224.17075247561615,,,
2164,5983,e8fc6f80725b18cce635a672d96657ca,Attack,11,26.75,Barrel,Trinity,1.19,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Sandstorm,5.70,Defense,10,22.66,Energy Type,HyperLight,20.07,Grip,Widow,7.87,Stock,Compact,4.30,169.06868817263236,Weapon Type,Rifle,10.21
4492,5984,481d7e43e345b4cb1ddd19face8c0bf4,Attack,9,14.61,Barrel,Warhawk - SMG,4.30,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Rubber,4.31,Defense,9,30.42,Energy Type,HyperLight,20.07,Grip,Sheared,6.10,Stock,Marksman,3.64,133.56523006873704,Weapon Type,SMG,15.81
6527,5985,9f86952551ed3994295352ee64a73f1c,Attack,10,28.78,Barrel,Warhawk - SMG,4.30,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Midnight Blue,6.35,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Grip,Carved,6.94,Stock,Fixed Hollow,5.03,114.53606024019523,Weapon Type,SMG,15.81
7468,5986,c322ff04f6e700fc4e14a1cf64af8843,Attack,11,26.75,Blade,The Butcher,2.76,Category,Bladed,50.00,Color Scheme,Luminescent,3.61,Defense,9,30.42,Energy Type,Helios,19.63,Handle,Conical,7.86,Pomel,Icosa,8.33,Weapon Type,Knife,20.23,107.72318928765125,,,
4719,5987,a184ba761d8e2b53b7015f2f13b5da0d,Attack,10,28.78,Blade,Straight Edge,3.31,Category,Bladed,50.00,Color Scheme,Scratched White Paint,5.66,Defense,9,30.42,Energy Type,Helios,19.63,Handle,Conical,7.86,Pomel,Gyroscope,1.98,Weapon Type,Sword,16.20,131.13605085492793,,,
6463,5988,6776ef64fde19ec8948b5b1dd55753c0,Attack,9,14.61,Blade,Maco,2.79,Category,Bladed,50.00,Color Scheme,Damascus,2.92,Defense,9,30.42,Energy Type,HyperLight,20.07,Handle,Ladder Grip,8.14,Pomel,Link,9.40,Weapon Type,Knife,20.23,115.0698321225312,,,
630,5989,4c5ea900c661c15f432ebf892c76cf0b,Attack,12,16.48,Blade,Broad Sword,1.49,Category,Bladed,50.00,Color Scheme,Wooden/Traditional,1.39,Defense,11,11.74,Energy Type,Helios - Charged,10.13,Handle,Bolstered,3.60,Pomel,Gyroscope,1.98,Weapon Type,Sword,16.20,249.96972483277557,,,
9519,5990,24587f11f6518e3e398e4c1bffd41cb0,Attack,10,28.78,Barrel,Phaser,2.95,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Tech Panels,5.19,Defense,8,22.62,Energy Type,HyperLight,20.07,Grip,Carved,6.94,Weapon Type,Sidearm,16.94,93.33172451178542,,,
4168,5991,71ef60c8f01f545160a5104a0cfca0bb,Attack,11,26.75,Barrel,Ironside - Rifle,2.31,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Ivory,6.16,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Grip,Recurved,4.07,Stock,Fixed Hollow,5.03,136.88195355973423,Weapon Type,Rifle,10.21
3705,5992,0c5ea9c53d256b477673566be51b184e,Attack,12,16.48,Blade,Cyber Edge,1.85,Category,Bladed,50.00,Color Scheme,Light Camo,5.36,Defense,8,22.62,Energy Type,Helios - Charged,10.13,Handle,Encased,7.95,Pomel,Beacon,3.71,Weapon Type,Axe,13.57,141.97325744611857,,,
455,5993,5ca5947734b264c0754d9f622350a0d8,Attack,14,2.42,Blade,Poseidon,0.72,Category,Bladed,50.00,Color Scheme,Rubber,4.31,Defense,11,11.74,Energy Type,Valorite,10.09,Handle,Tusk,4.52,Pomel,Beacon,3.71,Weapon Type,Knife,20.23,277.86297486084135,,,
5864,5994,8a3c4f00cd2aacc70ea2829afc579ef7,Attack,12,16.48,Blade,The Butcher,2.76,Category,Bladed,50.00,Color Scheme,Midnight Blue,6.35,Defense,10,22.66,Energy Type,AntiMatter - Dark,5.73,Handle,Tusk,4.52,Pomel,Goldberg,9.00,Weapon Type,Knife,20.23,120.09110501387711,,,
8865,5995,714057a1b24ccaadeb580599ab99bcaf,Attack,9,14.61,Blade,Breaker,3.11,Category,Bladed,50.00,Color Scheme,Carbon Fiber,5.28,Defense,9,30.42,Energy Type,Helios,19.63,Handle,Caged,7.89,Pomel,Goldberg,9.00,Weapon Type,Sword,16.20,98.27813807438352,,,
1680,5996,e5f8ebcc5f0eeb142e72f1bf1c42e5a0,Attack,13,7.36,Blade,Battle Axe,2.96,Category,Bladed,50.00,Color Scheme,Wooden/Traditional,1.39,Defense,10,22.66,Energy Type,Valorite - Concentrated,5.15,Handle,Charged,5.52,Pomel,Orical,7.42,Weapon Type,Axe,13.57,184.10595247765957,,,
1959,5997,260c9506a96ceaf22c363a18c7395e43,Attack,12,16.48,Blade,Halberd,1.60,Category,Bladed,50.00,Color Scheme,Circuit Board,1.75,Defense,9,30.42,Energy Type,Helios - Charged,10.13,Handle,Encased,7.95,Pomel,Orical,7.42,Weapon Type,Axe,13.57,174.29469965801084,,,
2398,5998,ccd7167bd9f537be29cd3a6b4bc1273b,Attack,11,26.75,Blade,Breaker,3.11,Category,Bladed,50.00,Color Scheme,Rubber,4.31,Defense,10,22.66,Energy Type,Helios - Charged,10.13,Handle,Encrusted,1.47,Pomel,Orical,7.42,Weapon Type,Sword,16.20,163.0563850582623,,,
3288,5999,9961141faac46c653c61b78d872505f2,Attack,13,7.36,Blade,Maco,2.79,Category,Bladed,50.00,Color Scheme,Rubber,4.31,Defense,11,11.74,Energy Type,Valorite - Concentrated,5.15,Handle,Conical,7.86,Pomel,Beacon,3.71,Weapon Type,Knife,20.23,147.1864478091683,,,
9764,6000,20d2293ae3f80e94837aa0f00bf89690,Attack,9,14.61,Barrel,Warhawk - Sidearm,4.45,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Carbon Fiber,5.28,Defense,8,22.62,Energy Type,AntiMatter,13.39,Grip,Sheared,6.10,Weapon Type,Sidearm,16.94,89.41681212728992,,,
2003,6001,2ab4fba11adbeee77a7e8b30f6bfe736,Attack,13,7.36,Blade,Halberd,1.60,Category,Bladed,50.00,Color Scheme,Damascus,2.92,Defense,10,22.66,Energy Type,Valorite,10.09,Handle,Ladder Grip,8.14,Pomel,Beacon,3.71,Weapon Type,Axe,13.57,173.2657842448593,,,
9490,6002,11920980e143a1fc3ed7616ddbd08882,Attack,10,28.78,Blade,Rose Thorn,3.05,Category,Bladed,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Handle,Encased,7.95,Pomel,Link,9.40,Weapon Type,Knife,20.23,93.69734517315852,,,
2982,6003,833aaec7ffae41728667e4e1951ec7ee,Attack,10,28.78,Barrel,Warhawk - Sidearm,4.45,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Gold Plated,2.22,Defense,7,7.57,Energy Type,Helios,19.63,Grip,Columnar,2.01,Weapon Type,Sidearm,16.94,151.92542933624438,,,
5147,6004,b779624b523faf455d6fd977c682c61a,Attack,12,16.48,Blade,Twin Ultima,2.79,Category,Bladed,50.00,Color Scheme,Striped,5.23,Defense,10,22.66,Energy Type,AntiMatter - Dark,5.73,Handle,Tusk,4.52,Pomel,Orical,7.42,Weapon Type,Sword,16.20,126.66960586943422,,,
3239,6005,14bc7d6c01f4f233b5762c277a806cc2,Attack,12,16.48,Barrel,Scorpion,1.52,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Ivory,6.16,Defense,9,30.42,Energy Type,AntiMatter,13.39,Grip,Hollow Glow,8.05,Stock,Fixed Hollow,5.03,147.9192915852194,Weapon Type,Rifle,10.21
5942,6006,8ce58634395d8961a4caf93526570897,Attack,10,28.78,Blade,Straight Edge,3.31,Category,Bladed,50.00,Color Scheme,Sandstorm,5.70,Defense,11,11.74,Energy Type,AntiMatter - Dark,5.73,Handle,Tusk,4.52,Pomel,Icosa,8.33,Weapon Type,Sword,16.20,119.50140495190627,,,
9152,6007,2ae2af0b126d8b88ba833d2bc4bde3ff,Attack,10,28.78,Blade,Vulture,3.15,Category,Bladed,50.00,Color Scheme,Striped,5.23,Defense,8,22.62,Energy Type,AntiMatter,13.39,Handle,Ladder Grip,8.14,Pomel,Goldberg,9.00,Weapon Type,Knife,20.23,96.56952931383383,,,
7214,6008,26e2bc2dec80c1e0c519f37ab080a709,Attack,11,26.75,Blade,Hatchet,3.25,Category,Bladed,50.00,Color Scheme,Tech Panels,5.19,Defense,10,22.66,Energy Type,AntiMatter - Dark,5.73,Handle,Conical,7.86,Pomel,Icosa,8.33,Weapon Type,Axe,13.57,109.73708589731788,,,
1395,6009,936fef7e65edfda2fc7c02bcff0c9a2f,Attack,11,26.75,Barrel,Front Line,2.13,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Wooden/Traditional,1.39,Defense,11,11.74,Energy Type,AntiMatter,13.39,Grip,Carved,6.94,Stock,Shock Absorber,3.64,195.42278819700348,Weapon Type,SMG,15.81
8737,6010,267358036d16852eab24a1bf196ebf49,Attack,11,26.75,Barrel,Phaser,2.95,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Carbon Fiber,5.28,Defense,9,30.42,Energy Type,Helios - Charged,10.13,Grip,Sheared,6.10,Weapon Type,Sidearm,16.94,99.00675079514222,,,
5577,6011,ca76204abe611f1bff741687c1ef8c74,Attack,9,14.61,Barrel,Warhawk - Sidearm,4.45,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Gold Plated,2.22,Defense,9,30.42,Energy Type,Helios - Charged,10.13,Grip,Serrated,4.85,Weapon Type,Sidearm,16.94,122.64296590520529,,,
443,6012,6fdd502c53e7de58da31c29e4e999d7c,Attack,11,26.75,Blade,Imperial Piercer,0.47,Category,Bladed,50.00,Color Scheme,Rusty,5.91,Defense,10,22.66,Energy Type,HyperLight,20.07,Handle,Charged,5.52,Pomel,Link,9.40,Weapon Type,Sword,16.20,279.7474520864449,,,
6079,6013,3d0a83cdb3393dc429ad5034fde8d2b7,Attack,9,14.61,Barrel,Warhawk - SMG,4.30,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Army Green,5.81,Defense,10,22.66,Energy Type,AntiMatter,13.39,Grip,Recurved,4.07,Stock,Circut,5.08,118.37430213649174,Weapon Type,SMG,15.81
